nid,name,latitude,longitude
1537,Kabupaten Pandeglang,-6.314835,106.103897
1538,Kabupaten Lebak,-6.5643956,106.2522143
1539,Kabupaten Tangerang,-6.1783056,106.6318889
1540,Kabupaten Serang,-6.12009,106.150299
1541,Kota Tangerang,-6.1783056,106.6318889
1542,Kota Cilegon,-6.0169825,106.040506
1543,Kota Serang,-6.12009,106.150299
