nid,name,latitude,longitude
1465,Kabupaten Kepulauan Seribu,-5.7985266,106.5071982
1466,Kota Jakarta Selatan,-6.332973,106.807915
1467,Kota Jakarta Timur,-6.211544,106.845172
1468,Kota Jakarta Pusat,-6.211544,106.845172
1469,Kota Jakarta Barat,-6.211544,106.845172
1470,Kota Jakarta Utara,-6.211544,106.845172
